alias,display_phone,distance,id,image_url,is_closed,name,phone,price,rating,review_count,transactions,url,latitude,longitude,address1,address2,address3,city,country,display_address,state,zip_code,Restaurant Category
siphon-coffee-houston,(281) 974-4426,2839.1644254143694,PkYWIgjL7gheWbKYWRc3sA,https://s3-media4.fl.yelpcdn.com/bphoto/WHuwYdFx9f-Y31w4jrtAuw/o.jpg,False,Siphon Coffee,+12819744426,$$,4.0,677,[],https://www.yelp.com/biz/siphon-coffee-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.738384,-95.3882239,701 W Alabama St,,,Houston,US,"['701 W Alabama St', 'Houston, TX 77006']",TX,77006,Cafes
cats-corner-bbq-houston,,1101.4309631624124,obbfFu61_l1QjFRfmmPnbg,https://s3-media2.fl.yelpcdn.com/bphoto/7petEvu4Hn4R8Bxb7B-M-Q/o.jpg,False,Cats Corner BBQ,,,3.5,2,[],https://www.yelp.com/biz/cats-corner-bbq-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.723976326406,-95.3510846399185,3530 Scott St,,,Houston,US,"['3530 Scott St', 'Houston, TX 77004']",TX,77004,Barbeque
mcalisters-deli-houston,(713) 743-9921,2347.8828394992565,MpCORY-V1IiS4eBEwzoXvQ,https://s3-media3.fl.yelpcdn.com/bphoto/Otgv-lADLqcUvpnPfVGnDw/o.jpg,False,McAlister's Deli,+17137439921,$,3.5,87,"['pickup', 'delivery']",https://www.yelp.com/biz/mcalisters-deli-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.718519,-95.339653,4434 University Dr,Ste 178,,Houston,US,"['4434 University Dr', 'Ste 178', 'Houston, TX 77204']",TX,77204,Delis
la-guadalupana-bakery-and-café-houston-3,(713) 522-2301,4447.9755222530575,UGvPMhZBM42anu8kpcmg0w,https://s3-media3.fl.yelpcdn.com/bphoto/hat88ZPbgUT_rT3JGRXmtQ/o.jpg,False,La Guadalupana Bakery & Café,+17135222301,$,4.0,545,[],https://www.yelp.com/biz/la-guadalupana-bakery-and-caf%C3%A9-houston-3?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.74687,-95.40188,2109 Dunlavy St,,,Houston,US,"['2109 Dunlavy St', 'Houston, TX 77006']",TX,77006,Mexican
millers-cafe-houston-2,(713) 791-1717,4133.551617009626,IBSY8SXOkX0XCTy5CiLEwg,https://s3-media4.fl.yelpcdn.com/bphoto/GIVNKr4nssr5eu8xqKThoA/o.jpg,False,Miller's Cafe,+17137911717,$,3.5,40,[],https://www.yelp.com/biz/millers-cafe-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7108,-95.4006464,6560 Fannin St,Ste 110,,Houston,US,"['6560 Fannin St', 'Ste 110', 'Houston, TX 77030']",TX,77030,Burgers
spanish-village-restaurant-houston,(713) 523-2861,1499.5348068889425,hyXoQrxFpmwjLnWbI9cAAA,https://s3-media1.fl.yelpcdn.com/bphoto/GYMsVrTZ4_Rg4RHnxPoXow/o.jpg,False,Spanish Village Restaurant,+17135232861,$$,3.5,139,"['pickup', 'delivery']",https://www.yelp.com/biz/spanish-village-restaurant-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7272415161133,-95.3775405883789,4720 Almeda Rd,,,Houston,US,"['4720 Almeda Rd', 'Houston, TX 77004']",TX,77004,Mexican
auntie-changs-dumpling-house-houston-2,(713) 524-8410,4921.608512613612,vr5n4wFwY2SoJsLBB_lmSw,https://s3-media2.fl.yelpcdn.com/bphoto/HcnuxRekh26meodgmm4ucw/o.jpg,False,Auntie Chang's Dumpling House,+17135248410,$,3.5,355,"['pickup', 'delivery']",https://www.yelp.com/biz/auntie-changs-dumpling-house-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.741505,-95.4106051,2621 S Shepherd Dr,Ste 290,,Houston,US,"['2621 S Shepherd Dr', 'Ste 290', 'Houston, TX 77098']",TX,77098,Chinese
the-hot-bagel-shop-houston,(713) 520-0340,5213.088989487113,n50c6bI61Hyl8iaswaNCsA,https://s3-media3.fl.yelpcdn.com/bphoto/kYluFGaUQRzFj2SKQSKR0Q/o.jpg,False,The Hot Bagel Shop,+17135200340,$,4.5,565,[],https://www.yelp.com/biz/the-hot-bagel-shop-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.747719835001,-95.4103392342872,2015 S Shepherd Dr,Ste 900,,Houston,US,"['2015 S Shepherd Dr', 'Ste 900', 'Houston, TX 77019']",TX,77019,Bakeries
rudyards-houston-4,(713) 521-0521,4207.562955230864,O4GUGaX96n6JvKaHxvOpyw,https://s3-media1.fl.yelpcdn.com/bphoto/uVhQkukXP2IUuBM0Li0ulA/o.jpg,False,Rudyard's,+17135210521,$$,4.0,240,"['pickup', 'delivery']",https://www.yelp.com/biz/rudyards-houston-4?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.749886,-95.396551,2010 Waugh Dr,,,Houston,US,"['2010 Waugh Dr', 'Houston, TX 77006']",TX,77006,Music Venues
romanos-pizza-houston,(713) 526-1182,4816.663813990776,5YpB7TebW0tKRhbwEJTNGg,https://s3-media1.fl.yelpcdn.com/bphoto/02ZtFESAxwVQYwMqtnsQzQ/o.jpg,False,Romano's Pizza,+17135261182,$$,4.0,419,[],https://www.yelp.com/biz/romanos-pizza-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7544062271704,-95.4004679195084,1528 W Gray St,,,Houston,US,"['1528 W Gray St', 'Houston, TX 77019']",TX,77019,Pizza
tacos-y-tortas-el-pastorsito-df-houston,(713) 291-7654,5815.41631318684,o73N18_XJHsl-6gAWd3bVQ,https://s3-media3.fl.yelpcdn.com/bphoto/ROhUBAuULyj8HLkXc05Mzw/o.jpg,False,Tacos Y Tortas El Pastorsito DF,+17132917654,$,4.5,26,[],https://www.yelp.com/biz/tacos-y-tortas-el-pastorsito-df-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.6934301601443,-95.4083715269836,8000 North Stadium Dr,,,Houston,US,"['8000 North Stadium Dr', 'Houston, TX 77054']",TX,77054,Food Trucks
pizza-birra-vino-houston-3,(832) 581-3664,5101.090907536021,0lv2Ck9NX-IgT52O7aXdJA,https://s3-media4.fl.yelpcdn.com/bphoto/bXAVr8Gbpv67GblXeBHXbg/o.jpg,False,Pizza Birra Vino,+18325813664,,4.0,11,[],https://www.yelp.com/biz/pizza-birra-vino-houston-3?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.759902,-95.39856,544 Waugh Dr,,,Houston,US,"['544 Waugh Dr', 'Houston, TX 77019']",TX,77019,Pizza
southwells-hamburger-grill-houston-2,(713) 664-4959,5290.623495304038,OdAC92_WUTFCcoAqGR33kQ,https://s3-media3.fl.yelpcdn.com/bphoto/yDhOdJS-AVqCwdu1wluK0Q/o.jpg,False,Southwell's Hamburger Grill,+17136644959,$,4.0,163,[],https://www.yelp.com/biz/southwells-hamburger-grill-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7064049,-95.41164,2252 W Holcombe Blvd,,,Houston,US,"['2252 W Holcombe Blvd', 'Houston, TX 77030']",TX,77030,Burgers
the-bookity-bookity-boudain-man-houston,(832) 887-2904,3210.437381923765,NZ-HZ_UP3XnjYhoT7gKBfQ,https://s3-media3.fl.yelpcdn.com/bphoto/ku6tNdswy_YoKqKXHQoN-Q/o.jpg,False,The Bookity Bookity Boudain Man,+18328872904,$$,3.5,14,[],https://www.yelp.com/biz/the-bookity-bookity-boudain-man-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.6918048858643,-95.3534317016602,,,,Houston,US,"['Houston, TX 77021']",TX,77021,Food Trucks
p-king-houston-6,(832) 491-0266,4704.851338457381,5w9dvDRP24idZtjqhFdl_g,https://s3-media2.fl.yelpcdn.com/bphoto/heuya5oxG9honWaNjAWZyg/o.jpg,False,P. King,+18324910266,,4.0,34,"['delivery', 'pickup']",https://www.yelp.com/biz/p-king-houston-6?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.73303,-95.41035,3701 S Shepherd Dr,Ste C,,Houston,US,"['3701 S Shepherd Dr', 'Ste C', 'Houston, TX 77098']",TX,77098,Chinese
barnabys-cafe-houston-2,(713) 520-5131,5360.643308669001,o6DMdbfCPsV-LwD3ZUydJQ,https://s3-media1.fl.yelpcdn.com/bphoto/xQi5VND339eIikCGAITUug/o.jpg,False,Barnaby's Cafe,+17135205131,$$,4.0,673,"['delivery', 'pickup']",https://www.yelp.com/biz/barnabys-cafe-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.750452,-95.410401,1701 S Shepherd Dr,Ste A,,Houston,US,"['1701 S Shepherd Dr', 'Ste A', 'Houston, TX 77019']",TX,77019,Breakfast & Brunch
lubys-houston-13,(713) 797-0078,5188.211694490511,gGJvnd-fB23wv7_TpqajaQ,https://s3-media2.fl.yelpcdn.com/bphoto/6nhdfWGwQ6Q4ScsUryFe7A/o.jpg,False,Luby's,+17137970078,$$,3.0,49,[],https://www.yelp.com/biz/lubys-houston-13?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.6959,-95.4021099,1727 Old Spanish Trl,,,Houston,US,"['1727 Old Spanish Trl', 'Houston, TX 77054']",TX,77054,American (Traditional)
common-bond-cafe-and-bakery-houston,(713) 529-3535,4287.5632329271275,AAf5Mq-xpME2bkB1Z1auaQ,https://s3-media3.fl.yelpcdn.com/bphoto/O52yxO5HEYkBjtlpOeCGcA/o.jpg,False,Common Bond Cafe & Bakery,+17135293535,$$,4.0,1966,[],https://www.yelp.com/biz/common-bond-cafe-and-bakery-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7428969,-95.4023708,1706 Westheimer Rd,,,Houston,US,"['1706 Westheimer Rd', 'Houston, TX 77098']",TX,77098,Cafes
boba-cafe-houston,(713) 521-0088,1985.9108276221814,iOOCVcFb11VHhK5YYvT--Q,https://s3-media2.fl.yelpcdn.com/bphoto/ipWb_G28_fAfwjX_Ky2tdw/o.jpg,False,Boba Cafe,+17135210088,$,3.0,36,[],https://www.yelp.com/biz/boba-cafe-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7392144,-95.3773805,1113 Holman St,,,Houston,US,"['1113 Holman St', 'Houston, TX 77004']",TX,77004,Bubble Tea
empire-cafe-houston,(713) 528-5282,4390.953940504557,f6QcrfaDUvKwcl1A5igkFg,https://s3-media2.fl.yelpcdn.com/bphoto/63aXsv5TvRrSPkhhy_tWww/o.jpg,False,Empire Cafe,+17135285282,$$,4.0,1513,"['delivery', 'pickup']",https://www.yelp.com/biz/empire-cafe-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.742905,-95.403542,1732 Westheimer Rd,,,Houston,US,"['1732 Westheimer Rd', 'Houston, TX 77098']",TX,77098,Breakfast & Brunch
mary-os-cafe-houston,(713) 798-0700,4124.579991227551,qizOYOQlaHE2f-bf7lqgsQ,https://s3-media4.fl.yelpcdn.com/bphoto/XqxqrWeGa4vKW8MzQ-H0BQ/o.jpg,False,Mary O's Cafe,+17137980700,,5.0,4,[],https://www.yelp.com/biz/mary-os-cafe-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.70112,-95.39265,1977 Butler Blvd,,,Houston,US,"['1977 Butler Blvd', 'Houston, TX 77030']",TX,77030,Cafes
local-poke-houston-2,(281) 844-5445,6517.40376184354,wuo1oj7Ny99bmcQVAES7uA,https://s3-media1.fl.yelpcdn.com/bphoto/41b-5yF5sGDba0NQ3GWwDQ/o.jpg,False,Local Poke,+12818445445,$$,5.0,176,"['delivery', 'pickup']",https://www.yelp.com/biz/local-poke-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7707245653136,-95.4067248478532,4500 Washington Ave,Ste 350,,Houston,US,"['4500 Washington Ave', 'Ste 350', 'Houston, TX 77007']",TX,77007,Poke
natachees-supper-n-punch-houston,(713) 524-7203,2149.699937183642,YieF1K_MK89LWUlMBc2D1Q,https://s3-media3.fl.yelpcdn.com/bphoto/rOjbFfiXmDvSUKK5Ic8uUg/o.jpg,False,Natachee's Supper 'n Punch,+17135247203,$$,3.5,431,[],https://www.yelp.com/biz/natachees-supper-n-punch-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7387577,-95.3795168,3622 Main St,,,Houston,US,"['3622 Main St', 'Houston, TX 77002']",TX,77002,American (Traditional)
general-joes-chopstix-houston,(713) 521-9393,3013.5383747502838,2RNJX-QbWhw8DO4IM5_JgQ,https://s3-media3.fl.yelpcdn.com/bphoto/GW0MxqDi9IaGpF4wSWyPkA/o.jpg,False,General Joe's Chopstix,+17135219393,$,3.0,59,"['delivery', 'pickup']",https://www.yelp.com/biz/general-joes-chopstix-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7374496,-95.3906937,3939 Montrose Blvd,Ste W,,Houston,US,"['3939 Montrose Blvd', 'Ste W', 'Houston, TX 77006']",TX,77006,Chinese
lubys-houston-29,(713) 528-0880,4701.776598766379,MDpo9i_IKzm0ceGXEgqmYA,https://s3-media4.fl.yelpcdn.com/bphoto/kkJI373LyOcj3Oj80ks-KQ/o.jpg,False,Luby's,+17135280880,$$,3.0,74,"['delivery', 'pickup']",https://www.yelp.com/biz/lubys-houston-29?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.75426,-95.39866,1414 Waugh Dr,,,Houston,US,"['1414 Waugh Dr', 'Houston, TX 77019']",TX,77019,Cafeteria
burgerim-houston-2,(832) 941-3992,4809.953841875823,2uaJYhQmrh-UOVpgFXe4rQ,https://s3-media3.fl.yelpcdn.com/bphoto/AbcXoyxJ6DSyAO5T0kqbfg/o.jpg,False,BurgerIM,+18329413992,$,4.0,58,"['delivery', 'pickup']",https://www.yelp.com/biz/burgerim-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.73437,-95.41097,3520 S Shepherd Dr,,,Houston,US,"['3520 S Shepherd Dr', 'Houston, TX 77098']",TX,77098,Burgers
fuddruckers-houston-25,(713) 588-1377,2499.65585871157,G5bkMsKHI3yFygqIPNVNBg,https://s3-media4.fl.yelpcdn.com/bphoto/icuzff5sRqcvg2_3AP_vZg/o.jpg,False,Fuddruckers,+17135881377,$$,2.5,52,[],https://www.yelp.com/biz/fuddruckers-houston-25?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.711987,-95.3814764,2400 B S Macgregor Way,,,Houston,US,"['2400 B S Macgregor Way', 'Houston, TX 77021']",TX,77021,Burgers
extra-credit-rooftop-bar-houston,(832) 649-8849,2430.42898433949,gBXEp3C4kemxfZNuvAU41g,https://s3-media4.fl.yelpcdn.com/bphoto/bo39sUrBi2NpGAm1XAp1sg/o.jpg,False,Extra Credit Rooftop Bar,+18326498849,,3.0,2,[],https://www.yelp.com/biz/extra-credit-rooftop-bar-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.722925,-95.337246,4701 Calhoun Rd,Ste 200,,Houston,US,"['4701 Calhoun Rd', 'Ste 200', 'Houston, TX 77004']",TX,77004,Bars
the-phoenix-on-westheimer-houston,(713) 526-3100,4751.5487244423075,L0Hw3DCrn_VwYtHa3XbhXA,https://s3-media1.fl.yelpcdn.com/bphoto/4rB9tC8k7POw7Ovgb-ffxg/o.jpg,False,The Phoenix On Westheimer,+17135263100,$$,3.5,227,[],https://www.yelp.com/biz/the-phoenix-on-westheimer-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.74249,-95.40771,1915 Westheimer Rd,,,Houston,US,"['1915 Westheimer Rd', 'Houston, TX 77098']",TX,77098,Sports Bars
laredo-taqueria-houston-2,(713) 861-7279,6353.344039626678,9fH9LQ0e4jNJtXljn3gy5g,https://s3-media4.fl.yelpcdn.com/bphoto/EeOpVARmRYSWHiOkrRxykg/o.jpg,False,Laredo Taqueria,+17138617279,$,4.0,511,[],https://www.yelp.com/biz/laredo-taqueria-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.77011,-95.4051,915 Snover St,,,Houston,US,"['915 Snover St', 'Houston, TX 77007']",TX,77007,Mexican
dairy-queen-houston-44,(346) 571-6934,2735.949475093176,GEvZkmQksCXlCrvi43SNgg,https://s3-media3.fl.yelpcdn.com/bphoto/7DHMyc9dPivXuxn5qCgO6Q/o.jpg,False,Dairy Queen,+13465716934,$,2.5,19,[],https://www.yelp.com/biz/dairy-queen-houston-44?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.70249,-95.357705,3915 Old Spanish Trail,,,Houston,US,"['3915 Old Spanish Trail', 'Houston, TX 77021']",TX,77021,Ice Cream & Frozen Yogurt
asahi-sushi-houston,(713) 664-7686,6502.582328322534,Ct-OviWlxYT6Of3MP_9Dqg,https://s3-media3.fl.yelpcdn.com/bphoto/RGXG_o_JOQjVFSRWk7mlBA/o.jpg,False,Asahi Sushi,+17136647686,$$,4.0,322,['pickup'],https://www.yelp.com/biz/asahi-sushi-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.68877,-95.4131533,8236 Kirby Dr,Ste 200,,Houston,US,"['8236 Kirby Dr', 'Ste 200', 'Houston, TX 77054']",TX,77054,Sushi Bars
pinewood-café-houston-2,(713) 429-5238,2883.906778213356,k5Pv_-rWoBpdmNlBtybzzQ,https://s3-media2.fl.yelpcdn.com/bphoto/z6nCKvTBlYG-9BQjjUuYiQ/o.jpg,False,Pinewood Café,+17134295238,$,3.5,117,"['delivery', 'pickup']",https://www.yelp.com/biz/pinewood-caf%C3%A9-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7174177,-95.3898529,6104 Hermann Park Dr,,,Houston,US,"['6104 Hermann Park Dr', 'Houston, TX 77030']",TX,77030,Cafes
suzies-in-style-catering-houston,(713) 689-0504,741.4215990997221,1QgdaxwgbQnIPYryolt0Lg,https://s3-media3.fl.yelpcdn.com/bphoto/YZ_c9WqBS192Vo1k-4dvRA/o.jpg,False,Suzie's In Style Catering,+17136890504,,5.0,2,[],https://www.yelp.com/biz/suzies-in-style-catering-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7219469506718,-95.3672694158691,3815 Live Oak St,,,Houston,US,"['3815 Live Oak St', 'Houston, TX 77004']",TX,77004,Cafes
khoi-barbecue-houston,(832) 436-7799,3154.470058092613,5oM4qwqnAtywprB9JqSBDA,https://s3-media1.fl.yelpcdn.com/bphoto/wg6QtLrrsY78dGu_EedPKg/o.jpg,False,Khoi Barbecue,+18324367799,,5.0,5,[],https://www.yelp.com/biz/khoi-barbecue-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7446994781494,-95.3861083984375,,,,Houston,US,"['Houston, TX 77006']",TX,77006,Pop-Up Restaurants
subway-restaurants-houston-121,(713) 528-9688,2018.3202915637796,zSxFkbV3vRfNQlu_YlbVYQ,https://s3-media3.fl.yelpcdn.com/bphoto/VT5c_CmwPrvRbzThZzgAtA/o.jpg,False,Subway Restaurants,+17135289688,$,2.0,14,[],https://www.yelp.com/biz/subway-restaurants-houston-121?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7393,-95.37723,1101 Holman,,,Houston,US,"['1101 Holman', 'Houston, TX 77004']",TX,77004,Sandwiches
dobermans-bar-and-grill-houston,(713) 862-4036,6435.173304751369,rt7tBv8gAk9wzJoKQO00eA,https://s3-media4.fl.yelpcdn.com/bphoto/wmcJY6caX12JzAxq--y2Jw/o.jpg,False,Doberman's Bar & Grill,+17138624036,$$,4.5,181,"['delivery', 'pickup']",https://www.yelp.com/biz/dobermans-bar-and-grill-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.76731,-95.40966,519 Shepherd Dr,,,Houston,US,"['519 Shepherd Dr', 'Houston, TX 77007']",TX,77007,American (New)
le-chateau-houston-2,(713) 497-5511,2331.68360840934,WGzQfGmW1YRPIdQWN33UpA,https://s3-media2.fl.yelpcdn.com/bphoto/ql9a5nIAkTbN4f-L-1SKfg/o.jpg,False,Le Chateau,+17134975511,,3.5,36,[],https://www.yelp.com/biz/le-chateau-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7274,-95.38615,1112 Southmore Blvd,,,Houston,US,"['1112 Southmore Blvd', 'Houston, TX 77004']",TX,77004,Lounges
pokeworks-houston-4,(832) 930-7740,4827.862557207454,Z0_0cYTumCZLdY88rqilXQ,https://s3-media3.fl.yelpcdn.com/bphoto/U6x1QuXOWnHbcWKv2Pxd7w/o.jpg,False,Pokeworks,+18329307740,$$,4.5,215,"['delivery', 'pickup']",https://www.yelp.com/biz/pokeworks-houston-4?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.741579,-95.409034,2055 Westheimer Rd,Ste 100,,Houston,US,"['2055 Westheimer Rd', 'Ste 100', 'Houston, TX 77098']",TX,77098,Poke
baylor-college-of-medicine-cafeteria-houston,(713) 798-8986,3771.657672660579,9kpb26BZPFao0DjEnOQ9Mg,https://s3-media2.fl.yelpcdn.com/bphoto/pVNLnZvl8Z4BivuiptXkIg/o.jpg,False,Baylor College of Medicine Cafeteria,+17137988986,$,4.0,12,[],https://www.yelp.com/biz/baylor-college-of-medicine-cafeteria-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7103296911679,-95.3961522350868,1 Baylor Plz,,,Houston,US,"['1 Baylor Plz', 'Houston, TX 77030']",TX,77030,American (Traditional)
the-hunan-houston,(713) 795-5344,5140.238918504069,jPspSyaYY-IgMcO2NfGchQ,https://s3-media3.fl.yelpcdn.com/bphoto/3yl9M7wnRt4hpWxAOSxsuA/o.jpg,False,The Hunan,+17137955344,$,3.0,127,"['delivery', 'pickup']",https://www.yelp.com/biz/the-hunan-houston?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.6884655,-95.3907575,7816 Almeda Rd,,,Houston,US,"['7816 Almeda Rd', 'Houston, TX 77054']",TX,77054,Chinese
mi-charro-houston-2,(832) 830-8241,3970.5945889236723,cQRZxtpIWtncM02Oow3QiQ,https://s3-media2.fl.yelpcdn.com/bphoto/zn__ug35GNfrrTKV1ZMJeg/o.jpg,False,Mi Charro,+18328308241,,3.0,1,[],https://www.yelp.com/biz/mi-charro-houston-2?adjust_creative=rdN-s-nQF_WY7ZOW77h2VQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rdN-s-nQF_WY7ZOW77h2VQ,29.7273576041,-95.3208996748,5420 Lawndale St,,,Houston,US,"['5420 Lawndale St', 'Houston, TX 77023']",TX,77023,Mexican
